,dataset,content_id,asset_id,ref_name,dis_name,width,height,DMOS,VMAF_feature_adm2_score,VMAF_feature_motion_score,VMAF_feature_vif_scale0_score,VMAF_feature_vif_scale1_score,VMAF_feature_vif_scale2_score,VMAF_feature_vif_scale3_score,VMAF_score
0,NFLX_mobile,0,0,cont_4.yuv,cont_4.yuv,1920,1080,100.0,0.912572628343122,9.77021965822072,0.9999976358439523,0.999997999435566,0.9999980960405223,0.9999982965930742,98.32840772147061
0,NFLX_mobile,1,1,cont_5.yuv,cont_5.yuv,1920,1080,100.0,0.9139839745825179,10.682510801470588,0.9999987021520584,0.9999983078676516,0.9999981798337496,0.9999982717582846,98.99568587158514
0,NFLX_mobile,2,2,cont_6.yuv,cont_6.yuv,1920,1080,100.0,0.9186693605666545,7.642189875,0.9999986507894492,0.9999975781836076,0.9999974291319653,0.9999975944449939,99.33239404055027
0,NFLX_mobile,0,3,cont_4.yuv,cont_4_seq_0.yuv,1920,1080,117.88163116,0.7682059597975651,9.77021965822072,0.3647581076402876,0.6604604734712517,0.7848819853098944,0.864284660838599,56.559128063604525
0,NFLX_mobile,0,4,cont_4.yuv,cont_4_seq_1.yuv,1920,1080,77.58410662,0.5568833133251762,9.77021965822072,0.18214889339583887,0.3018121466305644,0.3674939768979869,0.42356590384285414,19.383822953076503
0,NFLX_mobile,0,5,cont_4.yuv,cont_4_seq_2.yuv,1920,1080,67.91195516,0.6520152167499524,9.77021965822072,0.24026320663359482,0.4223983748455622,0.5458672490802958,0.6705057154648613,24.355903935160253
0,NFLX_mobile,0,6,cont_4.yuv,cont_4_seq_3.yuv,1920,1080,73.90409833,0.5752458562172538,9.77021965822072,0.18950975192237624,0.3233621936599409,0.40950172452521566,0.49386407863030796,16.14444196616472
0,NFLX_mobile,0,7,cont_4.yuv,cont_4_seq_4.yuv,1920,1080,76.20880293,0.6868665704462692,9.77021965822072,0.2666411672970874,0.4730980804998215,0.5982592883272944,0.7119832661781056,33.040105129357855
0,NFLX_mobile,0,8,cont_4.yuv,cont_4_seq_5.yuv,1920,1080,77.69179472,0.5151059623842967,9.77021965822072,0.15393194863385534,0.25725832969265455,0.31053126276878046,0.35222128711145684,13.664731906781977
0,NFLX_mobile,0,9,cont_4.yuv,cont_4_seq_6.yuv,1920,1080,79.06334592,0.5125775607542487,9.77021965822072,0.1532325953001015,0.255952034501892,0.3097019002243537,0.35218411699174507,13.766806460324501
0,NFLX_mobile,0,10,cont_4.yuv,cont_4_seq_7.yuv,1920,1080,70.61245429,0.6717386791981595,9.77021965822072,0.2567897745284411,0.4569845582163514,0.5781808980028335,0.6892288287880993,30.056079446104768
