,dataset,content_id,asset_id,ref_name,dis_name,width,height,DMOS,VMAF_feature_adm2_score,VMAF_feature_motion2_score,VMAF_feature_vif_scale0_score,VMAF_feature_vif_scale1_score,VMAF_feature_vif_scale2_score,VMAF_feature_vif_scale3_score,VMAF_score
0,NFLX_mobile,0,0,cont_4.yuv,cont_4.yuv,1920,1080,100.0,0.912572628343122,9.207279111486487,0.9999976358439523,0.999997999435566,0.9999980960405223,0.9999982965930742,97.57352878579502
0,NFLX_mobile,1,1,cont_5.yuv,cont_5.yuv,1920,1080,100.0,0.9139839745825179,10.127974268099546,0.9999987021520584,0.9999983078676516,0.9999981798337496,0.9999982717582846,99.09176429075447
0,NFLX_mobile,2,2,cont_6.yuv,cont_6.yuv,1920,1080,100.0,0.9186693605666545,7.357460479166667,0.9999986507894492,0.9999975781836076,0.9999974291319653,0.9999975944449939,98.61991227215356
0,NFLX_mobile,0,3,cont_4.yuv,cont_4_seq_0.yuv,1920,1080,117.88163116,0.7682059597975651,9.207279111486487,0.3647581076402876,0.6604604734712517,0.7848819853098944,0.864284660838599,63.64636219692085
0,NFLX_mobile,0,4,cont_4.yuv,cont_4_seq_1.yuv,1920,1080,77.58410662,0.5568833133251762,9.207279111486487,0.18214889339583887,0.3018121466305644,0.3674939768979869,0.42356590384285414,22.44228206387198
0,NFLX_mobile,0,5,cont_4.yuv,cont_4_seq_2.yuv,1920,1080,67.91195516,0.6520152167499524,9.207279111486487,0.24026320663359482,0.4223983748455622,0.5458672490802958,0.6705057154648613,26.30831115738588
0,NFLX_mobile,0,6,cont_4.yuv,cont_4_seq_3.yuv,1920,1080,73.90409833,0.5752458562172538,9.207279111486487,0.18950975192237624,0.3233621936599409,0.40950172452521566,0.49386407863030796,18.5753698150734
0,NFLX_mobile,0,7,cont_4.yuv,cont_4_seq_4.yuv,1920,1080,76.20880293,0.6868665704462692,9.207279111486487,0.2666411672970874,0.4730980804998215,0.5982592883272944,0.7119832661781056,36.14751502154586
0,NFLX_mobile,0,8,cont_4.yuv,cont_4_seq_5.yuv,1920,1080,77.69179472,0.5151059623842967,9.207279111486487,0.15393194863385534,0.25725832969265455,0.31053126276878046,0.35222128711145684,17.07521262447795
0,NFLX_mobile,0,9,cont_4.yuv,cont_4_seq_6.yuv,1920,1080,79.06334592,0.5125775607542487,9.207279111486487,0.1532325953001015,0.255952034501892,0.3097019002243537,0.35218411699174507,17.230210411555102
0,NFLX_mobile,0,10,cont_4.yuv,cont_4_seq_7.yuv,1920,1080,70.61245429,0.6717386791981595,9.207279111486487,0.2567897745284411,0.4569845582163514,0.5781808980028335,0.6892288287880993,32.59209182749793
0,NFLX_mobile,1,11,cont_5.yuv,cont_5_seq_0.yuv,1920,1080,116.26050256,0.7210578813239316,10.127974268099546,0.21935638587292797,0.431526790071352,0.5481681065356885,0.6457235363772498,43.88834625620394
0,NFLX_mobile,1,12,cont_5.yuv,cont_5_seq_1.yuv,1920,1080,94.88609898,0.5307116303547623,10.127974268099546,0.09154301963811945,0.18623010015774422,0.24115045833791346,0.29174748737223377,21.756785703027752
0,NFLX_mobile,1,13,cont_5.yuv,cont_5_seq_2.yuv,1920,1080,76.51846811,0.6132868962813964,10.127974268099546,0.14799723226945988,0.2843832682222403,0.3737887010774723,0.470173886397632,20.080051241586165
0,NFLX_mobile,1,14,cont_5.yuv,cont_5_seq_3.yuv,1920,1080,84.56423849,0.5296959065014969,10.127974268099546,0.095595808124603,0.1934459578780477,0.254923955485667,0.31714830552738454,18.49126237858904
0,NFLX_mobile,1,15,cont_5.yuv,cont_5_seq_4.yuv,1920,1080,83.12164798,0.6449490925698175,10.127974268099546,0.16373806186027376,0.31807680105793745,0.41460474353972954,0.5100959166396717,26.968353121674934
0,NFLX_mobile,1,16,cont_5.yuv,cont_5_seq_5.yuv,1920,1080,88.17974099,0.49256902300001,10.127974268099546,0.07455374820003494,0.1426794779315153,0.17693143073824813,0.20691925832203692,20.481297320133066
0,NFLX_mobile,1,17,cont_5.yuv,cont_5_seq_6.yuv,1920,1080,89.50126953,0.45953354563635607,10.127974268099546,0.05613845965998867,0.10492352478532967,0.1251086576937323,0.1419780910438246,16.453244065986716
0,NFLX_mobile,1,18,cont_5.yuv,cont_5_seq_7.yuv,1920,1080,83.23762229,0.6342010076313164,10.127974268099546,0.1572765379187514,0.3015252949231176,0.3927807134067317,0.48675042205622243,24.50432197355881
0,NFLX_mobile,2,19,cont_6.yuv,cont_6_seq_0.yuv,1920,1080,121.33408353,0.7648761140663406,7.357460479166667,0.2932779882264412,0.5713534874996279,0.6990507151956977,0.787932184577262,55.35105785793058
0,NFLX_mobile,2,20,cont_6.yuv,cont_6_seq_1.yuv,1920,1080,88.0420575,0.5713089257758499,7.357460479166667,0.12491661357558155,0.25390349998585027,0.3205154976674729,0.37346695399654645,23.56852384643914
0,NFLX_mobile,2,21,cont_6.yuv,cont_6_seq_2.yuv,1920,1080,79.38867645,0.6553589564825307,7.357460479166667,0.1919211761788143,0.3625515531486158,0.4661533517646375,0.569952325485696,22.475311572870392
0,NFLX_mobile,2,22,cont_6.yuv,cont_6_seq_3.yuv,1920,1080,84.27898804,0.5661671620902291,7.357460479166667,0.12379062779502246,0.2521045630625065,0.3250123496261113,0.39186877971918765,18.633023555367355
0,NFLX_mobile,2,23,cont_6.yuv,cont_6_seq_4.yuv,1920,1080,83.86165956,0.6838088126349517,7.357460479166667,0.21153545802177817,0.4018093183932454,0.5101935795561261,0.6085342305384012,31.267892043214378
0,NFLX_mobile,2,24,cont_6.yuv,cont_6_seq_5.yuv,1920,1080,82.70964603,0.5305413543292087,7.357460479166667,0.09790148521351637,0.2008345766125334,0.24991954410357523,0.2871004143094039,19.87762089489774
0,NFLX_mobile,2,25,cont_6.yuv,cont_6_seq_6.yuv,1920,1080,92.52067508,0.5283131069736172,7.357460479166667,0.0981143306590958,0.20109689832459426,0.2501581895799331,0.28721621146799653,19.560872338084476
0,NFLX_mobile,2,26,cont_6.yuv,cont_6_seq_7.yuv,1920,1080,81.69860368,0.6755451468386499,7.357460479166667,0.20324110071481663,0.38485706157784694,0.49053339472348517,0.5906615758102742,28.039747187603684
