,dataset,content_id,asset_id,ref_name,dis_name,width,height,DMOS,VMAF_feature_adm2_score,VMAF_feature_motion2_score,VMAF_feature_vif_scale0_score,VMAF_feature_vif_scale1_score,VMAF_feature_vif_scale2_score,VMAF_feature_vif_scale3_score,VMAF_score
0,NFLX_public,0,0,BigBuckBunny_25fps.yuv,BigBuckBunny_25fps.yuv,1920,1080,100.0,0.9889831615950777,6.784001080357143,0.9999998015905512,0.9999991971952233,0.999998748260972,0.9999988255109559,97.51109942161949
0,NFLX_public,1,1,BirdsInCage_30fps.yuv,BirdsInCage_30fps.yuv,1920,1080,100.0,0.9899867577465581,0.7525771428571427,0.9999994753003028,0.9999964548743796,0.9999960857894558,0.9999972455903648,96.27501835299543
0,NFLX_public,2,2,CrowdRun_25fps.yuv,CrowdRun_25fps.yuv,1920,1080,100.0,0.9879362543186385,10.836929464285715,0.9999999971784608,0.9999993145298385,0.9999988870083861,0.9999987661706482,99.95357365225287
0,NFLX_public,3,3,ElFuente1_30fps.yuv,ElFuente1_30fps.yuv,1920,1080,100.0,0.9889227935009982,11.739892741071428,0.9999994001214649,0.9999982710424792,0.9999973970514527,0.9999973394992845,99.95580397173715
0,NFLX_public,4,4,ElFuente2_30fps.yuv,ElFuente2_30fps.yuv,1920,1080,100.0,0.9897733518589286,10.199652294642856,0.9999975559001832,0.999995574008377,0.9999947951598175,0.9999945557609038,99.95358217723586
0,NFLX_public,5,5,FoxBird_25fps.yuv,FoxBird_25fps.yuv,1920,1080,100.0,0.988764062672575,9.91214055357143,0.999998951047047,0.9999973779572128,0.9999962863659716,0.9999960480001828,98.46368869683228
0,NFLX_public,6,6,OldTownCross_25fps.yuv,OldTownCross_25fps.yuv,1920,1080,100.0,0.9887606777297214,4.315037232142857,1.0,0.9999960464261399,0.9999961214767203,0.9999956538371502,99.88472567368353
0,NFLX_public,7,7,Seeking_25fps.yuv,Seeking_25fps.yuv,1920,1080,100.0,0.9888237944714307,15.966993419642856,1.0,0.9999992361371712,0.9999985975039307,0.9999985944900304,99.95547167835912
0,NFLX_public,8,8,Tennis_24fps.yuv,Tennis_24fps.yuv,1920,1080,100.0,0.9904301220296218,8.292808375,0.9999978777505405,0.9999931856721619,0.9999928178069357,0.9999932333121259,99.95743087792933
0,NFLX_public,0,9,BigBuckBunny_25fps.yuv,BigBuckBunny_20_288_375.yuv,1920,1080,22.5,0.7026802369108799,6.784001080357143,0.2820371727656907,0.6078341811389912,0.7585045207848161,0.8528706833311624,30.102103611017515
0,NFLX_public,0,10,BigBuckBunny_25fps.yuv,BigBuckBunny_30_384_550.yuv,1920,1080,35.0,0.7680295313574251,6.784001080357143,0.33631833059760535,0.7105964663849292,0.8349821169395588,0.9000616016921067,45.32215280674341
0,NFLX_public,0,11,BigBuckBunny_25fps.yuv,BigBuckBunny_40_384_750.yuv,1920,1080,49.166666666666664,0.7760539846322304,6.784001080357143,0.361386479428439,0.7545227647183601,0.8707957896362377,0.9262136600957563,49.36217044258212
0,NFLX_public,0,12,BigBuckBunny_25fps.yuv,BigBuckBunny_50_480_1050.yuv,1920,1080,61.666666666666664,0.8317975677942362,6.784001080357143,0.4188307169653825,0.829007174156604,0.909992266404836,0.9474652589387852,62.469126545281874
0,NFLX_public,0,13,BigBuckBunny_25fps.yuv,BigBuckBunny_55_480_1750.yuv,1920,1080,78.33333333333333,0.8404371911616269,6.784001080357143,0.4621555419692292,0.8822771208522789,0.9444942257897316,0.9695966810342203,67.03506980179328
0,NFLX_public,0,14,BigBuckBunny_25fps.yuv,BigBuckBunny_75_720_3050.yuv,1920,1080,97.5,0.907425208806402,6.784001080357143,0.5764962548874965,0.9383981480030827,0.9696224567773523,0.9829453667537665,82.69521611001564
0,NFLX_public,0,15,BigBuckBunny_25fps.yuv,BigBuckBunny_80_720_4250.yuv,1920,1080,95.0,0.9113449035730706,6.784001080357143,0.6046563826447192,0.9548769503512028,0.978317482097035,0.9880246303252569,84.34121704274197
0,NFLX_public,0,16,BigBuckBunny_25fps.yuv,BigBuckBunny_85_1080_3800.yuv,1920,1080,99.16666666666667,0.9633272963134593,6.784001080357143,0.7061381502499404,0.9514110558715675,0.9761597850689208,0.9863559124882813,94.6340809304866
0,NFLX_public,0,17,BigBuckBunny_25fps.yuv,BigBuckBunny_90_1080_4300.yuv,1920,1080,103.33333333333333,0.9662636229485585,6.784001080357143,0.7301786972935072,0.9591693730812342,0.9802028702240528,0.9887146981612205,95.13177048962537
0,NFLX_public,0,18,BigBuckBunny_25fps.yuv,BigBuckBunny_95_1080_5800.yuv,1920,1080,99.16666666666667,0.972024810098782,6.784001080357143,0.7835578895050851,0.9730097119436929,0.9871520722931093,0.9927203737069624,95.84798237504083
0,NFLX_public,1,19,BirdsInCage_30fps.yuv,BirdsInCage_40_288_375.yuv,1920,1080,38.333333333333336,0.7864070728787274,0.7525771428571427,0.5004716305853967,0.8533058301258423,0.9223117843080261,0.9576409519234479,47.73470028388543
0,NFLX_public,1,20,BirdsInCage_30fps.yuv,BirdsInCage_50_288_550.yuv,1920,1080,40.0,0.7878641562282406,0.7525771428571427,0.5118088568387479,0.8670765959437098,0.9315419895410908,0.9636058822834773,48.72537382691489
